id	DBpedia_URI	album	artist	date	score	label
1225	http://dbpedia.org/resource/Playing_with_Fire_(Kevin_Federline_album)	Playing With Fire	Kevin Federline	31-Oct-06	15	bad
760	http://dbpedia.org/resource/Testify_(Phil_Collins_album)	Testify	Phil Collins	12-Nov-02	34	bad
419	http://dbpedia.org/resource/Life_on_Display	Life On Display	Puddle Of Mudd	25-Nov-03	37	bad
392	http://dbpedia.org/resource/A_Day_Without_Rain	A Day Without Rain	Enya	21-Nov-00	41	bad
1599	http://dbpedia.org/resource/The_Cosmos_Rocks	Cosmos Rocks	Queen + Paul Rodgers	28-Oct-08	42	bad
41	http://dbpedia.org/resource/Hell_in_a_Handbasket	Hell in a Handbasket	Meat Loaf	13-Mar-12	44	bad
866	http://dbpedia.org/resource/Some_Kind_of_Trouble	Some Kind of Trouble	James Blunt	18-Jan-11	45	bad
898	http://dbpedia.org/resource/Democrazy	Democrazy	Damon Albarn	8-Dec-03	45	bad
74	http://dbpedia.org/resource/Pull_the_Pin	Pull The Pin	Stereophonics	15-Oct-07	46	bad
1270	http://dbpedia.org/resource/Gary_Go_(album)	Gary Go	Gary Go	15-Sep-09	47	bad
1504	http://dbpedia.org/resource/Sorry_for_Party_Rocking	Sorry for Party Rocking	LMFAO	21-Jun-11	47	bad
25	http://dbpedia.org/resource/Second_Round's_on_Me	Second Round's On Me	Obie Trice	15-Aug-06	48	bad
571	http://dbpedia.org/resource/When_It_All_Goes_South	When It All Goes South	Alabama	16-Jan-01	48	bad
1532	http://dbpedia.org/resource/Sex_Dreams_and_Denim_Jeans	Sex Dreams And Denim Jeans	Uffie	22-Jun-10	48	bad
50	http://dbpedia.org/resource/Studio_150	Studio 150	Paul Weller	14-Sep-04	48	bad
1100	http://dbpedia.org/resource/Streets_of_Gold	Streets Of Gold	3OH!3	29-Jun-10	48	bad
1539	http://dbpedia.org/resource/Lotusflower_(album)	Elixer	Bria Valente	29-Mar-09	49	bad
267	http://dbpedia.org/resource/Chocolate_Starfish_and_the_Hot_Dog_Flavored_Water	Chocolate Starfish and the Hot Dog Flavored Water	Limp Bizkit	17-Oct-00	49	bad
561	http://dbpedia.org/resource/Brassbound	Brassbound	The Ordinary Boys	20-Jun-05	50	bad
1584	http://dbpedia.org/resource/Winning_Days	Winning Days	The Vines	23-Mar-04	50	bad
792	http://dbpedia.org/resource/Shock_Value_II	Shock Value II	Timbaland	8-Dec-09	50	bad
809	http://dbpedia.org/resource/Twisted_Angel	Twisted Angel	LeAnn Rimes	1-Oct-02	51	bad
44	http://dbpedia.org/resource/Do_You_Want_the_Truth_or_Something_Beautiful%3F	Do You Want The Truth Or Something Beautiful?	Paloma Faith	28-Sep-09	51	bad
428	http://dbpedia.org/resource/The_Block_(album)	The Block	New Kids on the Block	2-Sep-08	51	bad
208	http://dbpedia.org/resource/Rebelution_(Pitbull_album)	Rebelution	Pitbull	1-Sep-09	51	bad
101	http://dbpedia.org/resource/Keys_to_the_World	Keys To The World	Richard Ashcroft	21-Mar-06	52	bad
164	http://dbpedia.org/resource/20_Y.O.	20 Y.O.	Janet Jackson	26-Sep-06	52	bad
59	http://dbpedia.org/resource/Size_Matters	Size Matters	Helmet	5-Oct-04	52	bad
737	http://dbpedia.org/resource/Devil's_Playground_(album)	Devil's Playground	Billy Idol	22-Mar-05	52	bad
481	http://dbpedia.org/resource/SuperHeavy_(album)	SuperHeavy	Superheavy	20-Sep-11	52	bad
693	http://dbpedia.org/resource/Sounds_from_Nowheresville	Sounds from Nowheresville	The Ting Tings	13-Mar-12	52	bad
612	http://dbpedia.org/resource/Kris_Allen_(album)	Kris Allen	Kris Allen	17-Nov-09	52	bad
292	http://dbpedia.org/resource/Black_Swan_(album)	Black Swan	Athlete	2-Mar-10	52	bad
805	http://dbpedia.org/resource/City_Beach_(album)	City Beach	Jill Cunniff	20-Feb-07	52	bad
535	http://dbpedia.org/resource/Blood_Like_Lemonade	Blood Like Lemonade	Morcheeba	7-Jun-10	52	bad
1456	http://dbpedia.org/resource/Slipway_Fires	Slipway Fires	Razorlight	10-Mar-09	52	bad
652	http://dbpedia.org/resource/Q_Soul_Bossa_Nostra	Q: Soul Bossa Nostra	Quincy Jones	9-Nov-10	53	bad
563	http://dbpedia.org/resource/Until_One	Until One	Swedish House Mafia	25-Oct-10	53	bad
979	http://dbpedia.org/resource/Fly_from_Here	Fly from Here	Yes	12-Jul-11	53	bad
1183	http://dbpedia.org/resource/Silence_Is_Easy	Silence Is Easy	Starsailor	27-Jan-04	53	bad
715	http://dbpedia.org/resource/Just_Whitney	Just Whitney	Whitney Houston	10-Dec-02	53	bad
755	http://dbpedia.org/resource/Trust_Me_(album)	Trust Me	Craig David	6-May-08	53	bad
1327	http://dbpedia.org/resource/Are_You_Passionate%3F	Are You Passionate?	Neil Young	9-Apr-02	54	bad
1047	http://dbpedia.org/resource/I_Dreamed_a_Dream_(album)	I Dreamed A Dream	Susan Boyle	23-Nov-09	54	bad
1259	http://dbpedia.org/resource/Mail_on_Sunday_(album)	Mail On Sunday	Flo Rida	18-Mar-08	54	bad
148	http://dbpedia.org/resource/Somebody's_Miracle	Somebody's Miracle	Liz Phair	4-Oct-05	54	bad
1218	http://dbpedia.org/resource/Electronic_Earth	Electronic Earth	Labrinth	2-Apr-12	55	bad
888	http://dbpedia.org/resource/Havoc_and_Bright_Lights	Havoc and Bright Lights	Alanis Morissette	28-Aug-12	55	bad
1211	http://dbpedia.org/resource/Sad_Sappy_Sucker	Sad Sappy Sucker	Modest Mouse	24-Apr-01	55	bad
360	http://dbpedia.org/resource/Morningwood_(album)	Morningwood	Morningwood	10-Jan-06	55	bad
1137	http://dbpedia.org/resource/Gettin'_In_Over_My_Head	Gettin' In Over My Head	Brian Wilson	22-Jun-04	55	bad
734	http://dbpedia.org/resource/Haunted_Cities	Haunted Cities	Transplants	21-Jun-05	55	bad
97	http://dbpedia.org/resource/Nothing_but_the_Beat	Nothing But the Beat	David Guetta	29-Aug-11	56	bad
409	http://dbpedia.org/resource/The_Colourful_Life	The Colourful Life	Cajun Dance Party	28-Apr-08	56	bad
986	http://dbpedia.org/resource/So-Called_Chaos	So-Called Chaos	Alanis Morissette	18-May-04	56	bad
1234	http://dbpedia.org/resource/Bleed_Like_Me	Bleed Like Me	Garbage	12-Apr-05	56	bad
85	http://dbpedia.org/resource/Dirty_Vegas_(album)	Dirty Vegas	Dirty Vegas	4-Jun-02	56	bad
1424	http://dbpedia.org/resource/Artwork_(album)	Artwork	The Used	1-Sep-09	56	bad
405	http://dbpedia.org/resource/The_Golden_D	The Golden D	Graham Coxon	15-Aug-00	56	bad
1194	http://dbpedia.org/resource/Live_on_I-5	Live on I-5	Soundgarden	22-Mar-11	57	bad
479	"http://dbpedia.org/resource/So_Long,_Astoria"	"So Long, Astoria"	The Ataris	4-Mar-03	57	bad
368	http://dbpedia.org/resource/Raymond_v._Raymond	Raymond v. Raymond	Usher	30-Mar-10	57	bad
1213	http://dbpedia.org/resource/Mad_Season_(album)	Mad Season	Matchbox Twenty	23-May-00	57	bad
978	http://dbpedia.org/resource/Panic_of_Girls	Panic of Girls	Blondie	13-Sep-11	57	bad
1161	http://dbpedia.org/resource/Nobody's_Daughter	Nobody's Daughter	Hole	27-Apr-10	57	bad
1591	http://dbpedia.org/resource/The_Handler	The Handler	Har Mar Superstar	14-Sep-04	57	bad
527	http://dbpedia.org/resource/The_Spirit_Indestructible	The Spirit Indestructible	Nelly Furtado	18-Sep-12	57	bad
1166	http://dbpedia.org/resource/Awake_Is_the_New_Sleep	Awake Is The New Sleep	Ben Lee	22-Feb-05	57	bad
909	http://dbpedia.org/resource/Born_in_the_U.K.	Born In The U.K.	Badly Drawn Boy	17-Oct-06	57	bad
713	http://dbpedia.org/resource/It_Is_Time_for_a_Love_Revolution	It Is Time For A Love Revolution	Lenny Kravitz	5-Feb-08	57	bad
335	http://dbpedia.org/resource/Love_Is_Dead_(Kerli_album)	Love Is Dead	Kerli	8-Jul-08	57	bad
499	http://dbpedia.org/resource/Ferrari_Boyz	Ferrari Boyz	Waka Flocka Flame	9-Aug-11	57	bad
867	http://dbpedia.org/resource/Come_Through_for_You	Come Through for You	Javier Colon	15-Nov-11	57	bad
1426	http://dbpedia.org/resource/Goodbye_Lullaby	Goodbye Lullaby	Avril Lavigne	8-Mar-11	58	bad
1428	http://dbpedia.org/resource/Twelve_Stops_and_Home	Twelve Stops And Home	The Feeling	5-Jun-06	58	bad
819	http://dbpedia.org/resource/Scabdates	Scab Dates	The Mars Volta	8-Nov-05	58	bad
1117	http://dbpedia.org/resource/Romance_at_Short_Notice	Romance At Short Notice	Dirty Pretty Things	30-Jun-08	58	bad
94	http://dbpedia.org/resource/A_Hyperactive_Workout_for_the_Flying_Squad	A Hyperactive Workout For The Flying Squad	Ocean Colour Scene	29-Mar-05	58	bad
736	http://dbpedia.org/resource/Hold_On_'til_the_Night	Hold on 'Til the Night	Greyson Chance	2-Aug-11	58	bad
557	http://dbpedia.org/resource/D12_World	D12 World	D12	27-Apr-04	58	bad
854	http://dbpedia.org/resource/In_Between_Dreams	In Between Dreams	Jack Johnson	1-Mar-05	58	bad
336	http://dbpedia.org/resource/Ariels	Ariels	Bent	16-Aug-04	58	bad
1545	http://dbpedia.org/resource/To_Lose_My_Life...	To Lose My Life	White Lies	17-Mar-09	58	bad
1460	http://dbpedia.org/resource/Grrr...	Grrr...	Bishop Allen	10-Mar-09	59	bad
296	http://dbpedia.org/resource/Season_of_Poison	Season Of Poison	Shiny Toy Guns	4-Nov-08	59	bad
92	http://dbpedia.org/resource/Milk_Cow_Blues	Milk Cow Blues	Willie Nelson	19-Sep-00	59	bad
914	http://dbpedia.org/resource/Chickenfoot_III	Chickenfoot III	Chickenfoot	27-Sep-11	59	bad
1290	http://dbpedia.org/resource/So_Amazin'	So Amazin'	Christina Milian	16-May-06	59	bad
1119	http://dbpedia.org/resource/Righteous_Love	Righteous Love	Joan Osborne	12-Sep-00	59	bad
278	http://dbpedia.org/resource/Yeah_Ghost	Yeah Ghost	Zero 7	29-Sep-09	59	bad
982	http://dbpedia.org/resource/Powerballin'	Powerballin'	Chingy	16-Nov-04	59	bad
635	http://dbpedia.org/resource/Something_for_the_Rest_of_Us	Something for the Rest of Us	Goo Goo Dolls	31-Aug-10	59	bad
1463	http://dbpedia.org/resource/The_View_from_the_Bottom	The View from the Bottom	Lit	19-Jun-12	59	bad
1445	http://dbpedia.org/resource/Definition_of_Real	Definition Of Real	Plies	10-Jun-08	59	bad
1581	http://dbpedia.org/resource/In_Our_Space_Hero_Suits	In Our Space Hero Suits	Those Dancing Days	6-Oct-08	59	bad
705	http://dbpedia.org/resource/%22Happy%22_in_Galoshes	Happy In Galoshes	Scott Weiland	25-Nov-08	59	bad
959	http://dbpedia.org/resource/Early_21st_Century_Blues	Early 21st Century Blues	Cowboy Junkies	16-Aug-05	59	bad
514	http://dbpedia.org/resource/The_Seventh_Seal_(Rakim_album)	The Seventh Seal	Rakim	17-Nov-09	59	bad
1157	http://dbpedia.org/resource/Pain_Is_Love	Pain Is Love	Ja Rule	2-Oct-01	59	bad
125	http://dbpedia.org/resource/Out_of_Ashes	Out Of Ashes	Dead By Sunrise	13-Oct-09	59	bad
73	http://dbpedia.org/resource/The_Spine	The Spine	They Might Be Giants	13-Jul-04	59	bad
1232	http://dbpedia.org/resource/Night_Train_(EP)	Night Train [EP]	Keane	11-May-10	59	bad
1007	http://dbpedia.org/resource/Congregation_of_the_Damned	Congregation Of The Damned	Atreyu	26-Oct-09	60	bad
139	http://dbpedia.org/resource/The_Third_Hand	The Third Hand	Rjd2	6-Mar-07	60	bad
1473	http://dbpedia.org/resource/Fantasy_Ride	Fantasy Ride	Ciara	5-May-09	60	bad
940	http://dbpedia.org/resource/Strip_Me	Strip Me	Natasha Bedingfield	7-Dec-10	60	bad
344	http://dbpedia.org/resource/30_Seconds_to_Mars_(album)	30 Seconds to Mars	Thirty Seconds to Mars	27-Aug-02	60	bad
594	http://dbpedia.org/resource/Glassheart	Glassheart	Leona Lewis	15-Oct-12	60	bad
1417	"http://dbpedia.org/resource/No_Hope,_No_Future"	"No Hope, No Future"	Good Shoes	25-Jan-10	60	bad
421	http://dbpedia.org/resource/Sagarmatha_(album)	Sagarmatha	The Appleseed Cast	17-Feb-09	60	bad
416	http://dbpedia.org/resource/Augustana_(album)	Augustana	Augustana	26-Apr-11	60	bad
18	http://dbpedia.org/resource/Calamity_(album)	Calamity	The Curtains	24-Oct-06	60	bad
1160	http://dbpedia.org/resource/You_Gotta_Go_There_to_Come_Back	You Gotta Go There To Come Back	Stereophonics	9-Sep-03	60	bad
1381	http://dbpedia.org/resource/Folker	Folker	Paul Westerberg	7-Sep-04	60	bad
1315	http://dbpedia.org/resource/Generation_Freakshow_(album)	Generation Freakshow	Feeder	23-Apr-12	60	bad
996	http://dbpedia.org/resource/Shobaleader_One:_d'Demonstrator	Shobaleader One: d'Demonstrator	Squarepusher	19-Oct-10	60	bad
1340	http://dbpedia.org/resource/Threes_(album)	Threes	Sparta	24-Oct-06	60	bad
1229	http://dbpedia.org/resource/This_Kind_of_Love	This Kind Of Love	Carly Simon	29-Apr-08	60	bad
589	http://dbpedia.org/resource/Turning_the_Mind	Turning the Mind	Maps	20-Oct-09	61	bad
1365	http://dbpedia.org/resource/Out_of_Nothing	Out Of Nothing	Embrace	14-Jun-05	61	bad
75	http://dbpedia.org/resource/Godspeed_on_the_Devil's_Thunder	Godspeed On The Devil's Thunder	Cradle of Filth	28-Oct-08	61	bad
239	http://dbpedia.org/resource/David_Cook_(album)	David Cook	David Cook	18-Nov-08	61	bad
216	http://dbpedia.org/resource/The_Mix-Up	The Mix-Up	Beastie Boys	26-Jun-07	61	bad
212	http://dbpedia.org/resource/Fragile_Future	Fragile Future	Hawthorne Heights	5-Aug-08	61	bad
1376	http://dbpedia.org/resource/Dirty_Words	Dirty Words	The Departure	13-Jun-05	61	bad
1243	http://dbpedia.org/resource/I_Had_the_Blues_But_I_Shook_Them_Loose	I Had the Blues But I Shook Them Loose	Bombay Bicycle Club	6-Jul-09	61	bad
698	http://dbpedia.org/resource/A_Better_Version_of_Me	A Better Version Of Me	Rainer Maria	23-Jan-01	61	bad
30	http://dbpedia.org/resource/Salival	Salival	Tool	12-Dec-00	61	bad
196	http://dbpedia.org/resource/Charango_(album)	Charango	Morcheeba	16-Jul-02	61	bad
827	http://dbpedia.org/resource/Bicycles_&_Tricycles	Bicycles & Tricycles	The Orb	13-Jul-04	61	bad
294	http://dbpedia.org/resource/R.O.O.T.S.	R.O.O.T.S	Flo Rida	31-Mar-09	62	bad
1017	http://dbpedia.org/resource/Live_at_the_Aragon	Live at the Aragon	Mastodon	15-Mar-11	62	bad
1001	http://dbpedia.org/resource/MGMT_(album)	MGMT	MGMT	17-Sep-13	62	bad
904	http://dbpedia.org/resource/Emotional_Traffic	Emotional Traffic	Tim McGraw	24-Jan-12	62	bad
879	http://dbpedia.org/resource/Fragments_of_Freedom	Fragments of Freedom	Morcheeba	1-Aug-00	62	bad
1027	http://dbpedia.org/resource/Rock_n_Roll_Jesus	Rock N Roll Jesus	Kid Rock	9-Oct-07	62	bad
995	http://dbpedia.org/resource/Dark_End_of_the_Street_(album)	Dark End Of The Street [EP]	Cat Power	9-Dec-08	62	bad
882	http://dbpedia.org/resource/Sweet_and_Wild	Sweet And Wild	Jewel	8-Jun-10	62	bad
354	http://dbpedia.org/resource/Sexor	Sexor	Tiga	6-Feb-06	62	bad
1099	http://dbpedia.org/resource/Built_from_Scratch	Built From Scratch	The X-Ecutioners	29-Jan-02	62	bad
1309	http://dbpedia.org/resource/Symphonicities	Symphonicities	Sting	13-Jul-10	62	bad
939	http://dbpedia.org/resource/The_Head_and_the_Heart_(album)	The Head and the Heart	The Head and the Heart	16-Apr-11	62	bad
1293	"http://dbpedia.org/resource/Walking_Cloud_and_Deep_Red_Sky,_Flag_Fluttered_and_the_Sun_Shined"	"Walking Cloud And Deep Red Sky, Flag Fluttered And The Sun Shined"	Mono	5-Oct-04	62	bad
1120	http://dbpedia.org/resource/In_Your_Dreams_(album)	In Your Dreams	Stevie Nicks	3-May-11	62	bad
24	http://dbpedia.org/resource/Morning_View_Sessions	Morning View	Incubus	23-Oct-01	62	bad
414	http://dbpedia.org/resource/Kisses_on_the_Bottom	Kisses on the Bottom	Paul McCartney	7-Feb-12	62	bad
457	http://dbpedia.org/resource/Let's_Bottle_Bohemia	Let's Bottle Bohemia	The Thrills	14-Sep-04	62	bad
1297	http://dbpedia.org/resource/Free_Somehow	Free Somehow	Widespread Panic	12-Feb-08	62	bad
119	http://dbpedia.org/resource/Battle_for_the_Sun	Battle For The Sun	Placebo	9-Jun-09	62	bad
1586	http://dbpedia.org/resource/Ghostbird	Ghostbird	Zee Avi	23-Aug-11	63	bad
